PassengerId,Survived_pred,Prob_surv
892,0,0.15198603570339125
893,1,0.5819643172711386
894,0,0.14397092828735406
895,0,0.1453623599691197
896,1,0.5537984143188807
897,0,0.16903377669563124
898,1,0.8589827025806309
899,0,0.1630923022356092
900,1,0.8268897735681205
901,0,0.1018370469695702
902,0,0.1460426092579635
903,0,0.15203060367687818
904,1,0.8916424159943558
905,0,0.13755848352476022
906,1,0.9083378093460418
907,1,0.9087807848152429
908,0,0.13750945940493547
909,0,0.17070269060856222
910,1,0.5530009880864366
911,1,0.7557217070854729
912,0,0.21296136647924985
913,1,0.5877404466182633
914,1,0.8884940827702785
915,0,0.2883103993122267
916,0,0.505469717409556
917,0,0.11434089369662431
918,1,0.9087967693313103
919,0,0.16462787824270345
920,0,0.15236466867193055
921,0,0.1519573915195193
922,0,0.1332225226133836
923,0,0.1715668338735801
924,0,0.47052511427042953
925,0,0.4708244353090588
926,0,0.1743002978827456
927,0,0.1842658402340215
928,1,0.6902530742455844
929,1,0.6631060380407998
930,0,0.1444537754219945
931,0,0.17042609619062224
932,0,0.1530497877741378
933,0,0.15192713731875188
934,0,0.15214594211874202
935,1,0.8783035194100055
936,1,0.9104543969997732
937,0,0.14436043059305786
938,0,0.15934534994781208
939,0,0.1506146441740117
940,1,0.8474497297652474
941,1,0.6902819891404846
942,0,0.18014224253404204
943,0,0.1427904551153252
944,1,0.7822027494855603
945,1,0.8579175388797087
946,0,0.14150386902723222
947,0,0.12219461014046376
948,0,0.1520330417654392
949,0,0.14434882695490112
950,0,0.10468759249007346
951,1,0.8348200538516585
952,0,0.15514496080476572
953,0,0.14329745826189663
954,0,0.15197433187454
955,1,0.8563568048859334
956,1,0.5212165812996691
957,1,0.8822621361111394
958,1,0.8494360188928115
959,0,0.15153613626665557
960,0,0.1511694512018923
961,0,0.2598298466027448
962,1,0.8587702800793636
963,0,0.1460134187747353
964,1,0.6932212340750521
965,0,0.15388731638533562
966,1,0.859747734692989
967,0,0.19890887279651162
968,0,0.14605621734322433
969,1,0.8369236014883246
970,0,0.14106264686717931
971,1,0.8587702800793636
972,1,0.758852658881195
973,1,0.5207875748155426
974,0,0.15097253320629453
975,0,0.1460426092579635
976,0,0.13688235953346858
977,0,0.1357576834872252
978,1,0.8605040344791391
979,1,0.6504448886019013
980,1,0.860309764114565
981,1,0.8775254588050925
982,1,0.544735608392862
983,0,0.14603225885892218
984,1,0.9292873249167865
985,0,0.14605621734322433
986,0,0.16159139015718038
987,0,0.1443548046383614
988,1,0.7458955935088434
989,0,0.14690284031729342
990,1,0.6576714751194382
991,0,0.1506162250744662
992,1,0.8966135241539129
993,0,0.1333851798233962
994,0,0.1506146441740117
995,0,0.14471736541620236
996,1,0.8749096131171382
997,0,0.1492591509522052
998,0,0.15770711355291786
999,0,0.1506146441740117
1000,0,0.14611972572233528
1001,0,0.15004182352445333
1002,0,0.14677098478801884
1003,1,0.8603365779395407
1004,1,0.8707472195455274
1005,1,0.849978954320353
1006,1,0.8071190872067942
1007,0,0.19207597441278498
1008,0,0.15216735208943463
1009,1,0.8169584410280907
1010,0,0.14284193631282632
1011,1,0.8721625060561089
1012,1,0.8224724098839543
1013,0,0.15355851789906727
1014,1,0.9001529881724533
1015,0,0.14599044569918285
1016,0,0.1506146441740117
1017,1,0.7992889282786688
1018,0,0.14503105233879712
1019,1,0.8032108118070047
1020,0,0.15193491714527596
1021,0,0.14426037450570497
1022,0,0.14973655900895894
1023,0,0.17253835346670188
1024,0,0.21433236356524843
1025,0,0.13725530340310976
1026,0,0.15057130560794743
1027,0,0.1442541009619477
1028,0,0.15428665030948327
1029,0,0.13852739144156176
1030,1,0.6705426122606315
1031,0,0.20926051890847466
1032,0,0.15098122344969694
1033,1,0.8848064664644576
1034,0,0.24242415190127575
1035,0,0.13929604602351958
1036,0,0.15260598169014566
1037,0,0.13804734110782363
1038,0,0.15199810281617318
1039,0,0.14503285446549855
1040,0,0.15192713731875188
1041,0,0.12502022606775998
1042,1,0.9002045505071908
1043,0,0.15207086604751488
1044,0,0.13024730542576307
1045,1,0.6871497575119129
1046,0,0.10736290700466865
1047,0,0.14424575961147368
1048,1,0.8680270780937211
1049,1,0.6701964291438863
1050,0,0.15260598169014566
1051,1,0.7249116691609413
1052,1,0.8602944173284008
1053,1,0.7293644102797778
1054,1,0.8676203727415225
1055,0,0.14597234907158022
1056,0,0.151724773215368
1057,1,0.5406087449838314
1058,0,0.16366410984248686
1059,0,0.14712503739547778
1060,1,0.8630208091538046
1061,1,0.6678519315755403
1062,0,0.1460137074417874
1063,0,0.15347586790031786
1064,0,0.11021132837947979
1065,0,0.15211021905663147
1066,0,0.1493071322370502
1067,1,0.919683765205897
1068,1,0.8665747794592781
1069,0,0.20819361699327432
1070,1,0.7397667675781131
1071,1,0.7885008402928615
1072,0,0.14106264686717931
1073,0,0.16787850796244871
1074,1,0.8905332451388907
1075,0,0.1506146441740117
1076,1,0.8617565082037014
1077,0,0.15135901649935984
1078,1,0.9196800749306964
1079,0,0.12195552429570945
1080,0,0.15197087853557392
1081,0,0.15132569212927358
1082,0,0.12931816687939265
1083,0,0.1519272419521008
1084,0,0.40149674187045686
1085,0,0.1423696075847182
1086,1,0.8438433726719531
1087,0,0.15058460347997707
1088,1,0.7058451527669326
1089,1,0.6500201701970737
1090,0,0.14000247023434056
1091,1,0.6903749916621265
1092,1,0.8665414580544173
1093,1,0.9007489283668938
1094,0,0.3899127664369066
1095,1,0.9341747199949942
1096,0,0.13875637264113883
1097,0,0.15502078151774795
1098,1,0.8489846798464118
1099,0,0.1391727116875569
1100,1,0.8667145997285509
1101,0,0.1443591320773804
1102,0,0.1538447077456725
1103,0,0.14597587462898903
1104,0,0.1658236884214249
1105,1,0.8048198056033922
1106,0,0.2559152251247538
1107,0,0.15212099180115565
1108,1,0.860428212618091
1109,0,0.3017430956805235
1110,1,0.8346750448786014
1111,0,0.14605621734322433
1112,1,0.8998908727919214
1113,0,0.14601294256411398
1114,1,0.849494875881943
1115,0,0.1460139622163797
1116,1,0.8352729138121948
1117,1,0.8587213180189631
1118,0,0.1444609663194092
1119,1,0.860309764114565
1120,0,0.15467560505741235
1121,0,0.14807197735346156
1122,0,0.18199234357609512
1123,1,0.8635208300210386
1124,0,0.11691213938726872
1125,0,0.15060731197579805
1126,0,0.1678730965632874
1127,0,0.14746126412698612
1128,0,0.2667909144903305
1129,0,0.17557309245798267
1130,1,0.8993926200025899
1131,1,0.8893883415525967
1132,1,0.8276153981372628
1133,1,0.8665539538490524
1134,0,0.17860911977105418
1135,0,0.14604188937616627
1136,0,0.1185217806923541
1137,0,0.1522931816643651
1138,1,0.8621184288166238
1139,0,0.08922149844274127
1140,1,0.8721625060561089
1141,1,0.7825013359377057
1142,1,0.9343840647872903
1143,0,0.1474602070286427
1144,0,0.1651280749787555
1145,0,0.14431849941130379
1146,0,0.15043265399638797
1147,0,0.1460137074417874
1148,0,0.1506146441740117
1149,0,0.14605621734322433
1150,1,0.8416168414650377
1151,0,0.1460140984537618
1152,0,0.10830218280699562
1153,0,0.1460136224162616
1154,1,0.8874872126643235
1155,1,0.8171591182816001
1156,0,0.1407121042020153
1157,0,0.1460426092579635
1158,0,0.15266966399205398
1159,0,0.1460137074417874
1160,1,0.6902530742455844
1161,0,0.15511930662774576
1162,0,0.161518413681298
1163,0,0.1506146441740117
1164,1,0.8637288144540589
1165,1,0.8601704931239279
1166,0,0.15211049232390253
1167,1,0.8507847384211847
1168,0,0.139503890858402
1169,0,0.13161709282698333
1170,0,0.13128393747020006
1171,0,0.14129608021327164
1172,1,0.6716205127087498
1173,1,0.7961921835590581
1174,1,0.860309764114565
1175,1,0.9161291832219337
1176,1,0.8053400196940752
1177,0,0.152412869999918
1178,0,0.14599044569918285
1179,0,0.17492829440562904
1180,0,0.15211021905663147
1181,0,0.14605621734322433
1182,0,0.1519578636153641
1183,1,0.8583222012758716
1184,0,0.15211021905663147
1185,0,0.1545154984395684
1186,0,0.15288196292333292
1187,0,0.14472423219565952
1188,1,0.9559438230583107
1189,0,0.1519573915195193
1190,0,0.15079846289098164
1191,0,0.1468956512428654
1192,0,0.14969627927571658
1193,0,0.14160334563203347
1194,0,0.10734668087402412
1195,0,0.1442845649148024
1196,1,0.860309764114565
1197,1,0.8101295775659461
1198,0,0.43795958579042255
1199,1,0.805365368059745
1200,0,0.1679403228744097
1201,1,0.6020709407706345
1202,0,0.15194956697056536
1203,0,0.16649878401965174
1204,0,0.14601572196042845
1205,1,0.8417072189784268
1206,1,0.8681318404973037
1207,1,0.8472537947837667
1208,0,0.32106615491679946
1209,0,0.1484961050594032
1210,0,0.1452985536620311
1211,0,0.18004861401690653
1212,0,0.14471736541620236
1213,0,0.15729943635801547
1214,0,0.13852739144156176
1215,0,0.1508714800440528
1216,1,0.8757770745697077
1217,0,0.14445373018794913
1218,1,0.8149791901180734
1219,0,0.16212889587813314
1220,0,0.13077770935105493
1221,0,0.14289603993941505
1222,1,0.8650293355579174
1223,0,0.1526138244463419
1224,0,0.15211049232390253
1225,1,0.8568933182795986
1226,0,0.14530154126022457
1227,0,0.1509818869858152
1228,0,0.14331378162304823
1229,0,0.23609277574366405
1230,0,0.13868906842505585
1231,0,0.15211021905663147
1232,0,0.1521949951620055
1233,0,0.14966848144190364
1234,0,0.4737947206086411
1235,1,0.7486424849494512
1236,0,0.08685751671027031
1237,1,0.6473544580879652
1238,0,0.13852739144156176
1239,1,0.7959496260826655
1240,0,0.13894694427123494
1241,1,0.8896294765268463
1242,1,0.884089002768689
1243,0,0.13875637264113883
1244,0,0.16117058263373335
1245,0,0.1795528223925138
1246,1,0.792999245804591
1247,0,0.15057578846616015
1248,1,0.8283659925783378
1249,0,0.14604117078085993
1250,0,0.1506146441740117
1251,1,0.5788988335935985
1252,0,0.17029054115006909
1253,1,0.9338042899546924
1254,1,0.8896294765268463
1255,0,0.1453623599691197
1256,1,0.8954622193912865
1257,0,0.467928678171352
1258,0,0.13575719305106607
1259,1,0.7093265054281985
1260,1,0.8833061804533456
1261,0,0.14100413468945877
1262,0,0.15889177142320096
1263,1,0.8596203450838994
1264,0,0.15591588556066338
1265,0,0.15178496090375757
1266,1,0.8962694559437725
1267,1,0.8327480246673358
1268,0,0.3750628812952247
1269,0,0.14301516749493745
1270,0,0.15156912163084157
1271,0,0.14511484794911866
1272,0,0.1506146441740117
1273,0,0.1511471633279753
1274,1,0.7023478584441697
1275,1,0.5414517600030112
1276,0,0.13935314844232
1277,1,0.8602366949935438
1278,0,0.14425176451412725
1279,0,0.1408282387009986
1280,0,0.15771483212175988
1281,0,0.1633658422704604
1282,0,0.16470132872205723
1283,1,0.8927555854543048
1284,1,0.6423928313314332
1285,0,0.15029073803397788
1286,0,0.058890153393053916
1287,1,0.8894838872871534
1288,0,0.15275651330251444
1289,1,0.8928421012895064
1290,0,0.14503095766157584
1291,0,0.15097515193489977
1292,1,0.8772814429031518
1293,0,0.1316129807999021
1294,1,0.909234923150246
1295,0,0.1870851216085911
1296,0,0.18608037148913475
1297,0,0.16541164010756945
1298,0,0.14978626497760417
1299,0,0.28696896864328275
1300,1,0.8602829247450157
1301,1,0.7942539580872249
1302,1,0.860309764114565
1303,1,0.8645915059205107
1304,1,0.6897155851885154
1305,0,0.14605621734322433
1306,1,0.8795371441164344
1307,0,0.1528500653467276
1308,0,0.14605621734322433
1309,0,0.15177616026655852
