id,Machine failure pred,Probalitity Failure
136429,0,0.002101540378518153
136430,0,0.0010394378087282728
136431,0,0.0025633072894891778
136432,0,0.002772548204352463
136433,0,0.0034261642804308246
136434,0,0.0025643715125474743
136435,0,0.0037046733536560436
136436,0,0.005041501002152906
136437,0,0.0013006197409155592
136438,0,0.0012238070637332092
136439,0,0.002385482514414553
136440,0,0.002075621437370789
136441,0,0.00117347305161587
136442,0,0.0018092667224780877
136443,0,0.0027332131765519007
136444,0,0.005456925270672178
136445,0,0.001007633626983067
136446,1,0.9925737482923378
136447,0,0.0023968930612223347
136448,0,0.0019374329025092607
136449,0,0.005476986747767617
136450,0,0.003995924820797251
136451,0,0.02114940302672755
136452,0,0.022558170135051583
136453,0,0.003807871663725024
136454,0,0.0014134910544657182
136455,0,0.0018253494580095632
136456,0,0.0072483477874002045
136457,0,0.0059357332146005885
136458,0,0.004776477569285699
136459,0,0.003199433608714147
136460,0,0.0027388703321784545
136461,0,0.0011467446384238597
136462,0,0.017793498355964936
136463,0,0.002076046145437688
136464,0,0.00338990654441152
136465,0,0.0014937229717448236
136466,0,0.0018708936429361572
136467,0,0.001266687051710566
136468,0,0.002525873697510604
136469,0,0.0013308655789827008
136470,0,0.002761515267199116
136471,0,0.008501869557251253
136472,0,0.0068938105911140095
136473,0,0.0024086093730232793
136474,0,0.0024483608725506725
136475,0,0.00280122318018588
136476,0,0.0066257338394181825
136477,0,0.002364348027157554
136478,0,0.0019995223138292786
136479,0,0.0012321281491203143
136480,0,0.006662772677510769
136481,0,0.002204816196772697
136482,0,0.03306666225465574
136483,0,0.002783560758330204
136484,0,0.0010077119844885186
136485,0,0.0012780734121293344
136486,0,0.0024594515963584085
136487,0,0.0014544632656546556
136488,0,0.004029055396027957
136489,0,0.0010976873999571542
136490,0,0.024039133526697547
136491,0,0.003463775083429132
136492,0,0.0030279425729959073
136493,0,0.0032781588619398092
136494,0,0.0010504190517760194
136495,0,0.0028215179154045017
136496,0,0.004773356343833765
136497,0,0.0025205328512755095
136498,0,0.010197086605329928
136499,0,0.0013118454919955843
136500,0,0.0006181536711845319
136501,0,0.0016077776920335786
136502,0,0.006471688076884533
136503,0,0.002567579852363204
136504,0,0.0012516794290527039
136505,0,0.0010798462382083762
136506,0,0.0027842998899850367
136507,0,0.0006738787298260799
136508,0,0.000985051877393645
136509,0,0.003501108224735748
136510,0,0.0015368490647985895
136511,0,0.010087656475884438
136512,0,0.0007933187819971074
136513,0,0.006600026903024884
136514,0,0.0020555928482535214
136515,0,0.00210123108793211
136516,0,0.003581653388204323
136517,0,0.001591712136406268
136518,0,0.0016358458865451183
136519,0,0.0025159105118455123
136520,0,0.0016529730280814166
136521,0,0.0018460849852332316
136522,0,0.0031542554841589537
136523,0,0.0011586788746796143
136524,0,0.0012989023571987888
136525,0,0.005354212276440189
136526,0,0.005652817404295171
136527,0,0.007147818235135038
136528,0,0.0012363049884814995
136529,0,0.005982384346883712
136530,0,0.002637058434285232
136531,0,0.0036797524527484504
136532,0,0.0032574335824445215
136533,0,0.002608667436385521
136534,0,0.0005514598882430403
136535,0,0.0029037958405375543
136536,0,0.0020310153589977874
136537,0,0.0009220797296522677
136538,0,0.005942877309616326
136539,0,0.00130577139333299
136540,0,0.0019104958335233267
136541,0,0.0008184949260040879
136542,0,0.0040190492750664
136543,0,0.007523549152301411
136544,0,0.00204605594094759
136545,0,0.005108807631617958
136546,0,0.0006450427768522198
136547,0,0.003163984786709714
136548,0,0.0022698994655594683
136549,0,0.0018256001659231029
136550,0,0.005943352285926308
136551,0,0.0016947776605878745
136552,0,0.0016806235675794717
136553,0,0.0013699217007501628
136554,0,0.0033076675851339684
136555,0,0.014739142004089085
136556,0,0.007901860064954544
136557,0,0.0045443786970531756
136558,0,0.004053423193902577
136559,0,0.0027861954856743857
136560,0,0.00467870008280364
136561,0,0.009405368733679139
136562,0,0.001936754625827078
136563,0,0.0026670678292721084
136564,0,0.0014501177552479678
136565,0,0.015962417644390228
136566,0,0.0012216984778664795
136567,0,0.005365774891415584
136568,0,0.003552947834189646
136569,0,0.004021799984564019
136570,0,0.0008395182469255295
136571,0,0.005044260779636061
136572,0,0.00383634840897892
136573,0,0.001630741793731298
136574,0,0.005796232116910879
136575,0,0.0015857536849509563
136576,0,0.005047428971820007
136577,0,0.004800342565973674
136578,0,0.0013491743869407293
136579,0,0.00672876584159666
136580,0,0.0012897708016537173
136581,0,0.0011057154167308186
136582,0,0.0011736990152888403
136583,0,0.0011983217029480123
136584,0,0.0020685568162393084
136585,0,0.004497320281027772
136586,0,0.05468183899914729
136587,0,0.0009313274653257213
136588,0,0.005634741469652319
136589,0,0.002627784762245209
136590,0,0.001471140987120621
136591,0,0.003301141218642974
136592,0,0.009843157836234512
136593,0,0.005381292856059332
136594,0,0.0005611075139227916
136595,0,0.0015614965820991028
136596,0,0.0012232096731503805
136597,0,0.0015325567512695648
136598,0,0.005288326185740335
136599,0,0.002468742925048026
136600,0,0.0020608793361995095
136601,0,0.004041561543305249
136602,0,0.0064700189751002906
136603,0,0.0032972570056626267
136604,0,0.0010544440160195694
136605,0,0.006091640200198497
136606,0,0.002469583708902342
136607,0,0.0033940329620266844
136608,0,0.0027271233950940887
136609,0,0.004601005396801271
136610,0,0.005080932525287599
136611,0,0.001125375603399997
136612,0,0.0019408174446022693
136613,0,0.0030414987698544724
136614,0,0.0008941782594016521
136615,0,0.000790541397940726
136616,0,0.0013433973268412195
136617,0,0.009544345094093992
136618,0,0.0017506952082151075
136619,0,0.001856863463135991
136620,0,0.0017571240403265586
136621,0,0.0032736740722743457
136622,0,0.0020110942989848006
136623,0,0.0010391595505606164
136624,0,0.0014773303222799313
136625,0,0.0038953548552977195
136626,0,0.0003720883985617289
136627,0,0.00335650328244141
136628,0,0.0025832633845418096
136629,0,0.0004056412866087579
136630,0,0.0010688467884239336
136631,0,0.006579854873679519
136632,0,0.003866014915804706
136633,0,0.0017036970559988795
136634,0,0.001527139259643662
136635,0,0.012270933576944898
136636,0,0.012447656459807884
136637,0,0.0034752836181274585
136638,1,0.9962917638900023
136639,0,0.005844390853591406
136640,0,0.011772044644301528
136641,0,0.0018816136844879725
136642,0,0.002001338564742685
136643,0,0.03660053490091948
136644,0,0.0010237410593510949
136645,0,0.001128818698558672
136646,0,0.0010112368798971393
136647,0,0.010575757727734785
136648,0,0.017865683826244014
136649,0,0.0020195733148731794
136650,0,0.0049252687710048095
136651,0,0.000989913511062091
136652,1,0.9875497760676502
136653,0,0.0015935074910228414
136654,0,0.0017320173296300726
136655,0,0.005574419375661465
136656,0,0.004361441405791371
136657,0,0.0042265507169199175
136658,0,0.0016800863528412418
136659,0,0.0023169045299377446
136660,0,0.0016594801384485914
136661,0,0.004122558164537261
136662,0,0.01172427613850895
136663,0,0.0026122559700084203
136664,0,0.017174911468777383
136665,0,0.00162902398646934
136666,0,0.00041976896677052057
136667,0,0.016897883634783662
136668,0,0.0033555271862373242
136669,0,0.0025831892663729845
136670,0,0.004718570268136847
136671,0,0.001978205442960825
136672,0,0.002004312472258454
136673,0,0.0013291432706323187
136674,0,0.0006629377275056173
136675,0,0.0028633072119145673
136676,0,0.0029042571251088043
136677,0,0.0036488327232468286
136678,0,0.001267791526234912
136679,0,0.002318597974422572
136680,0,0.0072854188318226785
136681,0,0.0019029921350210716
136682,0,0.0019169492553630315
136683,0,0.0019801005284786903
136684,0,0.004441567166815517
136685,0,0.013341555255174907
136686,0,0.0028260650134846917
136687,0,0.005663586592110551
136688,0,0.00550216714326488
136689,0,0.006216270329379034
136690,0,0.002644435866878317
136691,0,0.012918996494977176
136692,0,0.002815328022238067
136693,0,0.0007577588817103522
136694,0,0.000986908066100611
136695,0,0.0018461716111690158
136696,0,0.005861363502800711
136697,0,0.0005238401086309984
136698,0,0.006142947389345826
136699,0,0.004074977590403582
